Title,Price,UPC,Item #,Quantity In Case Pack,Description,image_url,url
Coloring Book By The Numbers 2 Asst In Pdq Display Ref 2102,$0.75,8-14625-01202-3,21020,24,Coloring Book By The Numbers 2 Asst  In Pdq Display Ref 2102,https://regentproducts.com/images/21020.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=274&osCsid=8sh4k44ha5elq51vtnq67pl533
Coloring Book Bilingual Fairy Tale 2 Assorted In Pdq Beauty & The Beast/pinocchio,$0.75,8-14625-01436-2,4027,24,Coloring Book Bilingual Fairy Tale 2 Assorted In Pdq Beauty & The Beast/pinocchio,https://regentproducts.com/images/4027.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=494&osCsid=8sh4k44ha5elq51vtnq67pl533
Coloring Book Bilingual Fairy Tale 2 Assorted In Pdq Cinderella/junglebook,$0.75,8-14625-01437-9,4028,24,Coloring Book Bilingual Fairy Tale 2 Assorted In Pdq Cinderella/junglebook,https://regentproducts.com/images/4028.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=495&osCsid=8sh4k44ha5elq51vtnq67pl533
Coloring Book Bilingual Emoji Fun 2 Assorted In Pdq,$0.75,8-14625-01435-5,4026,24,Coloring Book Bilingual Emoji Fun 2 Assorted In Pdq,https://regentproducts.com/images/4026.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=493&osCsid=8sh4k44ha5elq51vtnq67pl533
Coloring Book Baby 4 Assorted In Pdq,$0.77,8-14625-07030-6,7030,48,Coloring Book Baby 4 Assorted In Pdq,https://regentproducts.com/images/7030.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=938&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Sweet N Salty 2.5 Oz 12 Pc Counter Display,$0.77,0-77034-01236-1,8236,36,Nuts Sweet N Salty 2.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/8236.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1010&osCsid=8sh4k44ha5elq51vtnq67pl533
Christmas Candy Elf On The Shelf Hollow Milk Chocolate 2 Oz Counter Display,$0.87,0-41269-20964-3,20964,18,Christmas Candy Elf On The Shelf Hollow Milk Chocolate 2 Oz Counter Display,https://regentproducts.com/images/20964.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=3439&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Sunflower Kernels 2.5 Oz 12 Pc Counter Display,$0.77,0-77034-01235-4,8235,36,Nuts Sunflower Kernels 2.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/8235.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1009&osCsid=8sh4k44ha5elq51vtnq67pl533
Christmas Candy Game Box Dubble Bubble 4 Oz Pdq,$2.25,0-59642-10318-1,10318,12,Christmas Candy Game Box Dubble Bubble 4 Oz Pdq,https://regentproducts.com/images/10318.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=3445&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Candy Gator Chomp 12pc Counter Display,$0.87,6-86464-82400-2,C824,144,Lollipop Candy Gator Chomp 12pc Counter Display,https://regentproducts.com/images/C824.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1170&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Sriracha Peanuts 2.5 Oz 12 Pc Counter Display,$0.77,0-77034-01203-3,8003,36,Nuts Sriracha Peanuts 2.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/8003.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=984&osCsid=8sh4k44ha5elq51vtnq67pl533
Ornament Silver Plated 8ast Styles W/gem 2-2.5in 48pc Pdq,$0.97,7-21003-91782-8,G91782,48,Ornament Silver Plated 8ast Styles W/gem 2-2.5in 48pc Pdq,https://regentproducts.com/images/G91782.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2539&osCsid=8sh4k44ha5elq51vtnq67pl533
Paint W/water Book Lisa Frank Book Ref#b115373-14 In Pdq,$0.75,0-30099-15373-8,11537,48,Paint W/water Book Lisa Frank Book Ref#b115373-14 In Pdq,https://regentproducts.com/images/11537.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=92&osCsid=8sh4k44ha5elq51vtnq67pl533
Ornament Clear Fillable 4ast Shapes In 24pc Pdq/ht,$0.58,7-21003-91193-2,G91193,24,Ornament Clear Fillable 4ast Shapes In 24pc Pdq/ht,https://regentproducts.com/images/G91193.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=3166&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Salted Peanuts 2.5 Oz 12 Pc Counter Display,$0.77,0-77034-01237-8,8237,36,Nuts Salted Peanuts 2.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/8237.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1011&osCsid=8sh4k44ha5elq51vtnq67pl533
Ornament Ball Red/gold/silver 3.15in Confetti/string/thread Filled Xmas Ht 18pc Pdq,$0.60,7-21003-91154-3,G91154T,18,Ornament Ball Red/gold/silver 3.15in Confetti/string/thread Filled Xmas Ht 18pc Pdq,https://regentproducts.com/images/G91154T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2492&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Salted Cashews 1.5 Oz 12 Pc Counter Display,$0.87,0-77034-00205-8,1201,36,Nuts Salted Cashews 1.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/1201.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=101&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Honey Peanuts 2.5 Oz 12 Pc Counter Display,$0.77,0-77034-01204-0,80046,36,Nuts Honey Peanuts 2.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/80046.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=986&osCsid=8sh4k44ha5elq51vtnq67pl533
Mirror W/handle In Display 4ast Colors Upc Label 36pc Pdq,$0.88,7-21003-14277-0,G14277T,36,Mirror W/handle In Display 4ast Colors Upc Label 36pc Pdq,https://regentproducts.com/images/G14277T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1363&osCsid=8sh4k44ha5elq51vtnq67pl533
Nuts Honey Cashews 1.5 Oz 12 Pc Counter Display,$0.87,0-77034-01231-6,1202,36,Nuts Honey Cashews 1.5 Oz 12 Pc Counter Display,https://regentproducts.com/images/1202.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=102&osCsid=8sh4k44ha5elq51vtnq67pl533
Mints Soft Peppermint Puffs 4 Oz Bag In 60ct Shipper,$0.87,0-75044-00040-8,60B5PP,60,Mints Soft Peppermint Puffs 4 Oz Bag In 60ct Shipper,https://regentproducts.com/images/60B5PP.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=814&osCsid=8sh4k44ha5elq51vtnq67pl533
Mint Favors Chocolaty 4oz Theater Box In 96ct Floor Disp Made In Usa,$0.87,0-41269-60227-7,60228,96,Mint Favors Chocolaty 4oz Theater Box In 96ct Floor Disp Made In Usa,https://regentproducts.com/images/60228.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=806&osCsid=8sh4k44ha5elq51vtnq67pl533
Mini Bell Keychain Valentine 24pc Pdq Red/pink 2ast Hug/kiss 2.56in Pvc Box/label,$0.65,7-21003-87228-8,G87228T,48,Mini Bell Keychain Valentine 24pc Pdq Red/pink 2ast Hug/kiss 2.56in Pvc Box/label,https://regentproducts.com/images/G87228T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2108&osCsid=8sh4k44ha5elq51vtnq67pl533
Microwave Food Cover 2pk 4 Transparent Colors In Pdq #14322,$0.80,7-21003-41004-6,41004PN,48,Microwave Food Cover 2pk 4 Transparent Colors In Pdq #14322,https://regentproducts.com/images/41004PN.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=507&osCsid=8sh4k44ha5elq51vtnq67pl533
Microfiber Pet Towel 27 X 18 3 Colors / 2 Designs In Pdq Ref #pp1008,$0.95,7-21003-68077-7,68077P,36,Microfiber Pet Towel 27 X 18 3 Colors / 2 Designs In Pdq Ref #pp1008,https://regentproducts.com/images/68077P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=917&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Tootsie 8ct Sweet/sour Bunch Pops Shipper,$0.87,0-71720-02584-0,3584,130,Lollipop Tootsie 8ct Sweet/sour Bunch Pops Shipper,https://regentproducts.com/images/3584.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=447&osCsid=8sh4k44ha5elq51vtnq67pl533
"Lollipop Sucker Punch In 12 Ct Counter Display 3 Asst Cherry,grape And Raspberry",$0.87,6-86464-54600-3,C546,144,"Lollipop Sucker Punch In 12 Ct Counter Display 3 Asst Cherry,grape And Raspberry",https://regentproducts.com/images/C546.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1149&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Spinning Dizzy Pop 3oz Rainbow Spiral Fruit Candy Pdq,$0.87,0-73563-02006-8,2006,24,Lollipop Spinning Dizzy Pop 3oz Rainbow Spiral Fruit Candy Pdq,https://regentproducts.com/images/2006.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=218&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Tootsie Roll 8ct Bunch Pop In Display,$0.87,0-71720-01581-0,1581,130,Lollipop Tootsie Roll 8ct Bunch Pop In Display,https://regentproducts.com/images/1581.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=164&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Charms Blow Pop Sweet/ Sour Cntr Disp 4/100 Ct 1.12 Oz,$0.28,0-14200-00057-9,3457,400,Lollipop Charms Blow Pop Sweet/ Sour Cntr Disp 4/100 Ct 1.12 Oz,https://regentproducts.com/images/3457.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=432&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Charms Blow Pop Flavor Zone 9ct In 18pc Pdq,$0.87,0-14200-00495-9,8495,18,Lollipop Charms Blow Pop Flavor Zone 9ct In 18pc Pdq,https://regentproducts.com/images/8495.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1020&osCsid=8sh4k44ha5elq51vtnq67pl533
Candy Filled Trucks Cone Zone 3asst Pullback Action 12pc Pdq,$0.87,6-86464-59500-1,C595,144,Candy Filled Trucks Cone Zone 3asst Pullback Action 12pc Pdq,https://regentproducts.com/images/C595.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1158&osCsid=8sh4k44ha5elq51vtnq67pl533
Paint With Water My First Pony In Pdq,$0.75,0-88908-15400-1,115400P,48,Paint With Water My First Pony In Pdq,https://regentproducts.com/images/115400P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=93&osCsid=8sh4k44ha5elq51vtnq67pl533
Lollipop Charms Blow Pop Berry 5asst In 100pc Counter Display,$0.28,0-14200-00459-1,3459,400,Lollipop Charms Blow Pop Berry 5asst In 100pc Counter Display,https://regentproducts.com/images/3459.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=433&osCsid=8sh4k44ha5elq51vtnq67pl533
Cat Toy Christmas Wand Assortment 16 Inch In Pdq #ct10362,$0.87,7-21003-67019-8,67019PN,72,Cat Toy Christmas Wand Assortment 16 Inch In Pdq #ct10362,https://regentproducts.com/images/67019PN.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2724&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Valentine 7in Dog/bear 3ast Colors Ea In 36pc Pdq/ht 18x14in Pdq,$1.38,7-21003-87219-6,G87219,36,Plush Valentine 7in Dog/bear 3ast Colors Ea In 36pc Pdq/ht 18x14in Pdq,https://regentproducts.com/images/G87219.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2101&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Sudoku 2 Asst In Floor Display Ppd $3.95 Made In Usa,$0.75,0-88908-37500-0,1375F,144,Puzzle Book Sudoku 2 Asst In Floor Display Ppd $3.95 Made In Usa,https://regentproducts.com/images/1375F.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=127&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Find-aword In Pdq #3001,$0.75,8-14625-01300-6,30010,24,Puzzle Book Find-aword In Pdq #3001,https://regentproducts.com/images/30010.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=385&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Companion Wordfind/ Crossword 3 Asst In Pdq Ppd $3.95,$0.75,0-88908-37130-9,16680P,36,Puzzle Book Companion Wordfind/ Crossword 3 Asst In Pdq Ppd $3.95,https://regentproducts.com/images/16680P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=179&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Big Print Find-a-word In Pdq,$0.75,8-14625-01301-3,3002,24,Puzzle Book Big Print Find-a-word In Pdq,https://regentproducts.com/images/3002.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=386&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle And Game Variety Book 2 Asst In Pdq Ppd $4.95,$0.75,0-88908-84400-1,22108P,24,Puzzle And Game Variety Book 2 Asst In Pdq Ppd $4.95,https://regentproducts.com/images/22108P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=291&osCsid=8sh4k44ha5elq51vtnq67pl533
Pumpkin Decor 10 Assorted 36pc Pdq/ht,$0.75,7-21003-89504-1,G89504T,36,Pumpkin Decor 10 Assorted 36pc Pdq/ht,https://regentproducts.com/images/G89504T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2308&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Heart Valentine Keyring 2ast In 12pc Pdq/val Ht Red/pink,$0.68,7-21003-87198-4,G87198,24,Plush Heart Valentine Keyring 2ast In 12pc Pdq/val Ht Red/pink,https://regentproducts.com/images/G87198.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2094&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Easter Big Eye Lamb/chick 3 Color Each 6.5in 36pc Pdq 18x14in Pdq,$1.28,7-21003-90742-3,G90742,36,Plush Easter Big Eye Lamb/chick 3 Color Each 6.5in 36pc Pdq 18x14in Pdq,https://regentproducts.com/images/G90742.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2402&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Easter 10in Sitting Animal Chick/bunny/lamb 6ast 36pc Pdq 18x14in Pdq,$1.28,7-21003-90740-9,G90740,36,Plush Easter 10in Sitting Animal Chick/bunny/lamb 6ast 36pc Pdq 18x14in Pdq,https://regentproducts.com/images/G90740.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2400&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Easter Bunny 9in 6asst Colors In 36pc Pdq/ht 18x14in Pdq,$1.28,7-21003-90741-6,G90741,36,Plush Easter Bunny 9in 6asst Colors In 36pc Pdq/ht 18x14in Pdq,https://regentproducts.com/images/G90741.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2401&osCsid=8sh4k44ha5elq51vtnq67pl533
"Planter 2pk Round 6"" X 4.5""h 3asst Colors In Pdq #lilly 6",$0.80,7-21003-23340-9,23340,24,"Planter 2pk Round 6"" X 4.5""h 3asst Colors In Pdq #lilly 6",https://regentproducts.com/images/23340.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=309&osCsid=8sh4k44ha5elq51vtnq67pl533
Piggy Bank Plastic Pig Shape 3ast Color 24pc Casecut Display 6.5 X 4.5in/label,$0.87,7-21003-16085-9,G16085,24,Piggy Bank Plastic Pig Shape 3ast Color 24pc Casecut Display 6.5 X 4.5in/label,https://regentproducts.com/images/G16085.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1483&osCsid=8sh4k44ha5elq51vtnq67pl533
Plush Easter 6.5in 4asst Bunny/duck/lamb 36pc Pdq/ht 18x14in Pdq,$1.28,7-21003-90739-3,G90739,36,Plush Easter 6.5in 4asst Bunny/duck/lamb 36pc Pdq/ht 18x14in Pdq,https://regentproducts.com/images/G90739.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2399&osCsid=8sh4k44ha5elq51vtnq67pl533
Pick Christmas Greenery Decor** 9in 6ast Styles In 36pc Pdq Christmas Ht,$0.87,7-21003-91649-4,G91649,36,Pick Christmas Greenery Decor** 9in 6ast Styles In 36pc Pdq Christmas Ht,https://regentproducts.com/images/G91649.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2527&osCsid=8sh4k44ha5elq51vtnq67pl533
Pet Grooming 4 Styles In Pdq In Poly Bag/header #14059p,$0.87,7-21003-14059-2,14059PN,64,Pet Grooming 4 Styles In Pdq In Poly Bag/header #14059p,https://regentproducts.com/images/14059PN.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=129&osCsid=8sh4k44ha5elq51vtnq67pl533
Pen Christmas W/spinner 4ast Characters In 24pc Pdq/label,$0.88,7-21003-91118-5,G91118T,24,Pen Christmas W/spinner 4ast Characters In 24pc Pdq/label,https://regentproducts.com/images/G91118T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2484&osCsid=8sh4k44ha5elq51vtnq67pl533
Pet Bowl Trave 6d X 4h Foldable 45 Oz 6 Colors In Pdq #g12142,$0.87,7-21003-68055-5,68055P,60,Pet Bowl Trave 6d X 4h Foldable 45 Oz 6 Colors In Pdq #g12142,https://regentproducts.com/images/68055P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=913&osCsid=8sh4k44ha5elq51vtnq67pl533
Pet Bowl 8 Oz 4.5d X 2h 3 Colors In Pdq #14042,$0.87,7-21003-66926-0,66926P,48,Pet Bowl 8 Oz 4.5d X 2h 3 Colors In Pdq #14042,https://regentproducts.com/images/66926P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=874&osCsid=8sh4k44ha5elq51vtnq67pl533
Pet Bowl 3 Shapes 6 Colors In Pdq Asst #2 Round/double/bone Shapes,$0.80,7-21003-66804-1,66804P,70,Pet Bowl 3 Shapes 6 Colors In Pdq Asst #2 Round/double/bone Shapes,https://regentproducts.com/images/66804P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=859&osCsid=8sh4k44ha5elq51vtnq67pl533
"Pet Bandana 1 Pattern Sizes Xs,s,m,l In Pdq #t22393",$0.87,7-21003-68048-7,68048P,144,"Pet Bandana 1 Pattern Sizes Xs,s,m,l In Pdq #t22393",https://regentproducts.com/images/68048P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=908&osCsid=8sh4k44ha5elq51vtnq67pl533
Picture Hanging Kit 132pc In Plastic Case/24pc Pdq/hdw Slv,$0.65,7-21003-09159-7,G09159PTT,48,Picture Hanging Kit 132pc In Plastic Case/24pc Pdq/hdw Slv,https://regentproducts.com/images/G09159PTT.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1296&osCsid=8sh4k44ha5elq51vtnq67pl533
Peanut Butter Cups 3.2 Oz 4pk In 112 Ct Floor Display,$0.90,0-41311-12301-9,15324N,112,Peanut Butter Cups 3.2 Oz 4pk In 112 Ct Floor Display,https://regentproducts.com/images/15324N.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=160&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Tv Guide 2 Asst In Floor Display Ppd $3.95 Made In Usa,$0.80,VARIOUS-0,1350F,144,Puzzle Book Tv Guide 2 Asst In Floor Display Ppd $3.95 Made In Usa,https://regentproducts.com/images/1350F.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=126&osCsid=8sh4k44ha5elq51vtnq67pl533
Rat In Cage Halloween Prop Pp 3.5inl Rat/5.8in Cage 24pc Pdq Black & Grey Hlwn Ht,$0.70,7-21003-89550-8,G89550T,24,Rat In Cage Halloween Prop Pp 3.5inl Rat/5.8in Cage 24pc Pdq Black & Grey Hlwn Ht,https://regentproducts.com/images/G89550T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2335&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Digest Leisure Time In 144 Ct Floor Display 3 Asst Ppd $3.95 Made In Usa,$0.75,0-88908-49000-0,490F,144,Puzzle Digest Leisure Time In 144 Ct Floor Display 3 Asst Ppd $3.95 Made In Usa,https://regentproducts.com/images/490F.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=695&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Books Large Print Pocket Size 2 Asst Word Finds & Crossword In Floor Display,$0.75,VARIOUS-0,392404D,72,Puzzle Books Large Print Pocket Size 2 Asst Word Finds & Crossword In Floor Display,https://regentproducts.com/images/392404D.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=479&osCsid=8sh4k44ha5elq51vtnq67pl533
Paint With Water Spanish 4 Asst In Pdq,$0.80,8-14625-01703-5,6114,48,Paint With Water Spanish 4 Asst In Pdq,https://regentproducts.com/images/6114.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=817&osCsid=8sh4k44ha5elq51vtnq67pl533
"Razzles Shipper 4 Flavors 1.4 Oz Orig, Berry, Sour, Tropical",$0.87,VARIOUS-0,90820N,144,"Razzles Shipper 4 Flavors 1.4 Oz Orig, Berry, Sour, Tropical",https://regentproducts.com/images/90820N.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1059&osCsid=8sh4k44ha5elq51vtnq67pl533
Reading Glasses 9 Asst Powers In 240 Ct Floor Display,$0.87,7-58266-89915-8,89915,240,Reading Glasses 9 Asst Powers In 240 Ct Floor Display,https://regentproducts.com/images/89915.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1036&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers With Mdse Strip 7 Powers Acrylic Frames #c/s-ra,$0.87,7-58266-85331-0,85331,72,Readers With Mdse Strip 7 Powers Acrylic Frames #c/s-ra,https://regentproducts.com/images/85331.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=3017&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers Tinted In 144pc Floor Disp Asst Strengths Plstc Frames No Preprice,$1.20,7-58266-87231-1,SR144,144,Readers Tinted In 144pc Floor Disp Asst Strengths Plstc Frames No Preprice,https://regentproducts.com/images/SR144.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2661&osCsid=8sh4k44ha5elq51vtnq67pl533
Shelf Liner Adheso - Asst Prints 18in X 1.5yd Display #1.5d-asst59-72,$0.80,0-87508-15999-7,5972,72,Shelf Liner Adheso - Asst Prints 18in X 1.5yd Display #1.5d-asst59-72,https://regentproducts.com/images/5972.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=796&osCsid=8sh4k44ha5elq51vtnq67pl533
Shelf Liner Adheso - Stones 18in X 1.5yd Display #1.5d-asst056-72,$0.80,0-87508-15999-7,5672,72,Shelf Liner Adheso - Stones 18in X 1.5yd Display #1.5d-asst056-72,https://regentproducts.com/images/5672.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=775&osCsid=8sh4k44ha5elq51vtnq67pl533
Shelf Liner Adheso - Clear 18in X 1.5yd Display #1.5d-asst00-72,$0.80,0-87508-15999-7,0072,72,Shelf Liner Adheso - Clear 18in X 1.5yd Display #1.5d-asst00-72,https://regentproducts.com/images/0072.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=1&osCsid=8sh4k44ha5elq51vtnq67pl533
Serving Bowl Oval W/scalloped Edge Clear In White Pdq #081 10.5l X 8.25w X 2.75h,$0.88,7-21003-41528-7,41528,48,Serving Bowl Oval W/scalloped Edge Clear In White Pdq #081 10.5l X 8.25w X 2.75h,https://regentproducts.com/images/41528.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=528&osCsid=8sh4k44ha5elq51vtnq67pl533
Puzzle Book Word Find Treasury 2 Asstd Counter Display,$0.75,0-88908-33161-7,3316,24,Puzzle Book Word Find Treasury 2 Asstd Counter Display,https://regentproducts.com/images/3316.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2922&osCsid=8sh4k44ha5elq51vtnq67pl533
Sandwich Container W/hinged Top Plastic 4 Colors In 24pc Pdq 2.5 Cup,$0.78,7-21003-41569-0,41569T,24,Sandwich Container W/hinged Top Plastic 4 Colors In 24pc Pdq 2.5 Cup,https://regentproducts.com/images/41569T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=533&osCsid=8sh4k44ha5elq51vtnq67pl533
Rose Ballpoint Pen 12in Red W/green Feather Trim/24pc Pdq Barbell Label,$0.78,7-21003-87001-7,G87001P,48,Rose Ballpoint Pen 12in Red W/green Feather Trim/24pc Pdq Barbell Label,https://regentproducts.com/images/G87001P.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2080&osCsid=8sh4k44ha5elq51vtnq67pl533
Rubbish Bin Mini W/wing Lid 5.25 X 7 In Pdq,$0.80,7-21003-41872-1,41872PN,48,Rubbish Bin Mini W/wing Lid 5.25 X 7 In Pdq,https://regentproducts.com/images/41872PN.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=560&osCsid=8sh4k44ha5elq51vtnq67pl533
Rope Twine 150ft 24pc Pdq Red/green/natural Shrink Label,$0.70,7-21003-91928-0,G91928T,48,Rope Twine 150ft 24pc Pdq Red/green/natural Shrink Label,https://regentproducts.com/images/G91928T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2562&osCsid=8sh4k44ha5elq51vtnq67pl533
Ribbon Holiday 6ast Prints .6x3yd Grosgrain/satin 36pc Pdq,$0.70,7-21003-91495-7,G91495T,36,Ribbon Holiday 6ast Prints .6x3yd Grosgrain/satin 36pc Pdq,https://regentproducts.com/images/G91495T.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2514&osCsid=8sh4k44ha5elq51vtnq67pl533
Reading Glasses Deluxe Asstmt Asst Powers Asst Metal/plastic Floor Display,$1.80,VARIOUS-0,RA1,180,Reading Glasses Deluxe Asstmt Asst Powers Asst Metal/plastic Floor Display,https://regentproducts.com/images/RA1.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2630&osCsid=8sh4k44ha5elq51vtnq67pl533
Reading Glasses Color Frame 36 Ct Clear Tubes Counter Display,$1.50,7-58266-13136-4,R141-36,144,Reading Glasses Color Frame 36 Ct Clear Tubes Counter Display,https://regentproducts.com/images/R141-36.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2628&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers Blue Light Blockers Asst Powers #blr48d Counter Display,$3.00,7-58266-82232-3,82232R,48,Readers Blue Light Blockers Asst Powers #blr48d Counter Display,https://regentproducts.com/images/82232R.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=3277&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers Fashion In 144pc Pdq,$1.80,7-58266-00447-7,RA999-144,144,Readers Fashion In 144pc Pdq,https://regentproducts.com/images/RA999-144.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2631&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers In Plastic Tube Counter Display,$1.50,7-58266-81330-7,R21-72,288,Readers In Plastic Tube Counter Display,https://regentproducts.com/images/R21-72.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2629&osCsid=8sh4k44ha5elq51vtnq67pl533
Readers Black With Clear Case In 36 Pc Counter Display,$1.50,7-58266-13136-4,R131-36,144,Readers Black With Clear Case In 36 Pc Counter Display,https://regentproducts.com/images/R131-36.jpg,https://regentproducts.com/product_info.php?cPath=43&products_id=2627&osCsid=8sh4k44ha5elq51vtnq67pl533
